id;nome;data_nascimento;local_nascimento;data_morte;local_morte;biografia;foto
10455;Maria de Lourdes Cortez;1933;Fingoé/Marávia/Tete/Moçambique;;;
10456;João Pedro Grabato Dias;1933;Viseu;1994;Viseu;;
10457;Albano Estrela;1933;Porto;;;
10458;Rogério Fernandes;1933;Lisboa;2010;Lisboa?;;
10459;Carlos Mário Ferreira;1933;Lisboa;;;
1046;;
10460;Luísa Freire;1933;Castelo Branco;;;
10461;Brazão Gonçalves;1933;Boliqueime/Loulé;;;
10462;Jorge Guimarães;1933;Lisboa;2010;Carnaxide/Oeiras;;
10463;José Luís Machado;1933;Benedita/Alcobaça;1994;Benedita;;
10464;António Magalhães;1933;Lisboa;;;
10465;José Matoso;1933;Leiria;;;
10466;Valdemar Mota;1933;Angra do Heroísmo;;;
10467;António Rebordão Navarro;1933;Porto;;;
10468;Maria do Céu Nogueira;1933;Escariz/S. Martinho/Vila Verde;;;
10469;Eduardo Olímpio;1933;Alvalade-Sado;?;Sado;;
1047;;
10470;António Osório;1933;Setúbal;;;
10471;Maria Antónia Palla;1933;Seixal;;;
10472;Cristovam Pavia;1933;Lisboa;1968;Lisboa;;
10473;Frei Mateus Cardoso Peres;1933;Lisboa;;;
10474;Marcel Bataillon;;;;;;
10475;Elisabeth Feist Hirsch;;;;;;
10476;Pedro Mexia;;;;;;
10477;Mónica Baldaque;1946;Peso da Régua;;;
10478;Raymond Chang;;;;;;
10479;Manuel Alves da Silva;;;;;;
1048;;
10480;R. Morrison;;;;;;
10481;R. Boyd;;;;;;
10482;Alda Durães;;;;;;
10483;Alice Teles;;;;;;
10484;Maria João Lourenço;;;;;;
10485;João Gaspar Neves;;;;;;
10486;José S. Ribeiro;;;;;;
10487;Miguel Serras Pereira;1949;Porto;;;
10488;Pierre Bourdieu;;;;;;
10489;Amélia Pilar Rauter;;;;;;
1049;;
10490;Bernardo Jerosch Harold;;;;;;
10491;Heinz G. O. Becker;;;;;;
10492;Werner Berger;;;;;;
10493;Günter Domschke;;;;;;
10494;Egon Fanghänel;;;;;;
10495;Jürgen Faust;;;;;;
10496;Mechtild Fischer;;;;;;
10497;Fryhjof Gentz;;;;;;
10498;Karl Gewald;;;;;;
10499;Reiner Gluch;;;;;;
1050;;
10500;Roland Mayer;;;;;;
10501;Klaus Müler;;;;;;
10502;Dietrich Pavel;;;;;;
10503;Hermann Schimt;;;;;;
10504;Karl Schollberg;;;;;;
10505;Klaus Schwetlick;;;;;;
10506;Erika Seiler;;;;;;
10507;Günter Zeppenfeld;;;;;;
10508;Maria Cândida Durão;;;;;;
10509;Maria D'Aires Caeiro;;;;;;
1051;;
10510;Seeley Stephens Tate;;;;;;
10511;Desidério Murcho;;;;;;
10512;Pedro Galvão;;;;;;
10513;Ana Cristina Domingues;;;;;;
10514;Pedro Santos;;;;;;
10515;Clara Joana Martins;;;;;;
10516;António Horta Branco;;;;;;
10517;Maria Manuela Farrajota;;;;;;
10518;Maria João Santos;;;;;;
10519;Victor R. Stockinger;;;;;;
1052;;
10520;Patrícia Galvão Teles;;;;;;
10521;Maria Pitta Groz;;;;;;
10522;Simon Blackburn;;;;;;
10523;Ian Brownlie;;;;;;
10524;Aristóteles;;;;;;
10525;Paulo Castilho;1944;Matosinhos;;;
10526;Luís Correia;;;;;;
10527;;
10528;Henrique Ruivo;;;;;;
10529;Rui Ventura;1973;Portalegre;;;
1053;;
10530;António José Coutinho;;;;;;
10531;Teresa Zilhão;;;;;;
10532;Sandra Augusto França;;;;;;
10533;Firmino Mendes;1949;Ronfe/Guimarães;;;
10534;Nicolau Saião;;;;;;
10535;Graça Pires;;;;;;
10536;José Alberto Mar;;;;;;
10537;Luís Alves da Costa;;;;;;
10538;Avelino José Costa de Sousa;;;;;;
10539;Carlos Poças Falcão;1951;Guimarães;;;
1054;;
10540;Paulo Dias Teixeira;;;;;;
10541;Laureano Silveira;;;;;;
10542;Margarida Lisboa;;;;;;
10543;Luís Filipe Rodrigues;1946;;;;
10544;Fernando Luís Sampaio;;;;;;
10545;Raul Malaquias Marques;1947;Vieira de Leiria;;;
10546;José do Carmo Francisco;1951;;;;
10547;José Vitorino de Sousa Bartolomeu;;;;;;
10548;Luís Miguel Nava;;;;;;
10549;Ana Margarida Godinho Fonseca;;;;;;
1055;;
10550;Ermelinda Maria Araújo Ferreira;;;;;;
10551;Henrique Garcia Pereira;;;;;;
10552;Carlos M. F. Cunha;;;;;;
10553;Maria Adelaide Valente;1942;Vila Nova de Gaia;;;
10554;Petar Petrov;;;;;;
10555;Joaquim Carlos Araújo;;;;;;
10556;Maria Antónia Oliveira;;;;;;
10557;José António Ismael Gracias;;;;;;
10558;Adelto Gonçalves;;;;;;
10559;António Garcia Barreto;1948;Amadora;;;
1056;;
10560;Luís Dantas;1946;Ponte de Lima;2011;Lisboa;;
10561;António Gonçalves;;;;;;
10562;Gonzalo Torrente Ballester;;;;;;
10563;;
10564;António Custódio;;;;;;
10565;José Fidalgo;;;;;;
10566;Adrien Roïg;;;;;;
10567;Ingrid Pelletier;;;;;;
10568;Pedro Paixão;1956;Lisboa;;;
10569;Inês Gonçalves;;;;;;
1057;;
10570;Cristina Sampaio;1960;Lisboa;;;
10571;Jorge Colombo;;;;;;
10572;Artur Varela;;;;;;
10573;Hanne Maguette;;;;;;
10574;Maria Graciete Besse;1951;;;;
10575;José Carlos Nascimento;;;;;;
10576;Emídio de Oliveira;;;;;;
10577;Siegbert Uhlig;;;;;;
10578;Thomas F. Earle;;;;;;
10579;Nair de Nazaré Castro Soares;;;;;;
1058;;
10580;Gernot Bühring;;;;;;
10581;Pedro Vaz;;;;;;
10582;Isabel Margato;;;;;;
10583;Paulo Meneses;;;;;;
10584;António Serras Pereira;;;;;;
10585;Cécile Lombard;;;;;;
10586;Juan M. Carrasco;;;;;;
10587;Olga Ovtcharenko;;;;;;
10588;Maria Helena;;;;;;
10589;Michel Leiris;;;;;;
1059;;
10590;Sidney Sheldon;;;;;;
10591;Galvano Della Volpe;;;;;;
10592;Antonio Bernat Vistarini;;;;;;
10593;Robert Bismut;;;;;;
10594;Jean Colomés;;;;;;
10595;Benjamin Nicolaas Teensma;;;;;;
10596;Afonso Camões;;;;;;
10597;Gjergj Vlashi;;;;;;
10598;Munhak Segyesa;;;;;;
10599;Tatjana Tarbuk;;;;;;
1060;;
10600;Tanja Tarbuk;;;;;;
10601;Maria de Fátima Pereira Azóia;;;;;;
10602;Paula Oliveira;;;;;;
10603;Miguel Eduardo;;;;;;
10604;Amanda Hopkinson;;;;;;
10605;Nick Caistor;;;;;;
10606;Miroslava Petrovská;;;;;;
10607;Vibha Maurya;;;;;;
10608;António Mota;1957;Vilarelho/Baião;;;
10609;Ana Isabel Marques;;;;;;
1061;;
10610;Manuel Cruz;;;;;;
10611;Chico .;;;;;;
10612;João Mendonça;;;;;;
10613;Rosa Maria Duarte;;;;;;
10614;Nair Valente;;;;;;
10615;José Correia Pacheco;;;;;;
10616;Pedro Cavalheiro;1961;Lisboa;;;
10617;Carlos Castilho Pais;;;;;;
10618;Inácio Monteiro;1712;Lamas;1812;Ferrara;;
10619;Miguel Corrêa Monteiro;1951;;;;
1062;;
10620;João Aguiar;1943;Lisboa;2010;Lisboa;;
10621;Peter Stilwell;;;;;;
10622;José Riço Direitinho;1965;Lisboa;;;
10623;Violante Florêncio;;;;;;
10624;Joaquim Francisco Coelho;;;;;;
10625;Rodrigo Guedes de Carvalho;1963;Porto;;;
10626;;
10627;Rita Ferro;1955;Lisboa;;;
10628;Maria do Céu Novais de Faria;;;;;;
10629;Luiz Gonzaga Ferreira;;;;;;
1063;;
10630;Helena Ferreira;;;;;;
10631;Elo Mafra;;;;;;
10632;Ildefonso-Manuel Gil;;;;;;
10633;Graciete Berta de Sousa Nobre;;;;;;
10634;Shizuko Takeuchi;;;;;;
10635;Shigeru Ikuta;;;;;;
10636;;
10637;José António Gonçalves;;;;;;
10638;Ana Maria;1892;Capelas (São Miguel;?;Brasil;;
10639;;
1064;;
10640;José da Cruz Santos;1936;;;;
10641;Maria Luisa Cusati;;;;;;
10642;José Manuel Anes;;;;;;
10643;José Augusto Mourão;1947;Lordelo/Vila Real;2011;Lisboa;;
10644;Francis Ponge;;;;;;
10645;;
10646;José Fanha;;;;;;
10647;José Emídio;;;;;;
10648;Ana Maria Magalhães;1946;Lisboa;;;
10649;Martine Joly;;;;;;
1065;;
10650;Nuno Fonseca;;;;;;
10651;Rui Castro;;;;;;
10652;José Barata Moura;;;;;;
10653;Joaquim Pessoa;;;;;;
10654;Luís Machado;;;;;;
10655;José Miguel Ribeiro;1966;Amadora;;;
10656;Cristina Valadas;1965;Porto;;;
10657;Massimo Florio;;;;;;
10658;Luísa Fortes da Cunha;1961;;;;
10659;José Goulão;;;;;;
1066;;
10660;. Zenetto;;;;;;
10661;Joana Quental;1969;;;;
10662;Ana Margarida Ramos;;;;;;
10663;Ana Saldanha;1959;Porto;;;
10664;Daniel Ricardo;;;;;;
10665;Filipe Rodrigues;;;;;;
10666;Henrique Cayatte;1957;Lisboa;;;
10667;Domingos Lobo;1946;Nagosela;;;
10668;Martinho Dias;;;;;;
10669;;
1067;;
10670;João Soares;;;;;;
10671;Luís Manuel Vasconcelos;;;;;;
10672;Luís Almeida Martins;;;;;;
10673;João Abel Manta;;;;;;
10674;João Mário Mascarenhas;;;;;;
10675;Miguel Eduardo Serrano;;;;;;
10676;José Pedro Costa;;;;;;
10677;Vasco Pereira da Costa;1948;Angra do Heroísmo;;;
10678;Carlos Cruz;;;;;;
10679;Ricardo Alves;;;;;;
1068;;
10680;Acácio de Carvalho;;;;;;
10681;Inácio Ludgero;;;;;;
10682;;
10683;R. Carlos Rebelo da Silva;;;;;;
10684;Rui Guimarães;;;;;;
10685;Renato Filipe Cardoso;;;;;;
10686;Paulo Sarmento;;;;;;
10687;Nuno Rebocho;;;;;;
10688;Ana Clara Justino;;;;;;
10689;Viriato Dias;;;;;;
1069;;
10690;António Pedro Pita;;;;;;
10691;Manuel Rodrigues de Oliveira;;;;;;
10692;Lêdo Ivo;;;;;;
10693;Jordi Virallonga;;;;;;
10694;Nélson Cruz;;;;;;
10695;Teresa Lima;1962;Lisboa;;;
10696;Nuno Gomes dos Santos;1947;Lisboa;;;
10697;César Príncipe;1942;Vilar da Veiga;;;
10698;Isaac Abravanel;1437;Lisboa;1508;Veneza;;
10699;Raquel Henriques da Silva;;;;;;
1070;;
10700;Isabel Galhano Rodrigues;;;;;;
10701;Isabel Lobinho;;;;;;
10702;Simona Traina;1972;Milão;;;
10703;Catarina Rebello;;;;;;
10704;Louis Soler;;;;;;
10705;Rosa Maria Sánchez Aliaga;;;;;;
10706;Jorge Gimeno;;;;;;
10707;Mone Hvass;;;;;;
10708;Joaquim Vital;;;;;;
10709;Reinold Werner;;;;;;
1071;;
10710;Henning Kramer Dahl;;;;;;
10711;Augusto da Silva Carvalho;;;;;;
10712;António Augusto Ferreira de Macedo;;;;;;
10713;Rodrigo da Fonseca;;;;;;
10714;Pais Abranches;;;;;;
10715;Barbosa de Magalhães;;;;;;
10716;Augusto Pina;;;;;;
10717;João Moreira de Almeida;;;;;;
10718;Francisco Grandela;;;;;;
10719;Brito Aranha;1833;Lisboa;1914;Lisboa;;
1072;;
10720;João Félix Pereira;;;;;;
10721;José de Almeida Eusébio;;;;;;
10722;Domingos Lavadinho;;;;;;
10723;Alves Correia;1860;?;1900;?;;
10724;Alberto Virella;;;;;;
10725;Cecília Barreira;;;;;;
10726;José Luís Simões da Fonseca;;;;;;
10727;E. W. Sapega;;;;;;
10728;Carlos Machado;;;;;;
10729;Maria Aparecida Ribeiro;;;;;;
1073;;
10730;Manuela Rêgo;;;;;;
10731;Brane Mozetic;;;;;;
10732;Celina Silva;;;;;;
10733;Alexandrino E. Severino;;;;;;
10734;André Velter;;;;;;
10735;Frank Henseleit-Lucke;;;;;;
10736;Maria Ruais;;;;;;
10737;Inés Oseki-Depré;;;;;;
10738;Álvaro Garrido;1968;Beduído/Estarreja;;;
10739;Diana Bellessi;;;;;;
1074;;
10740;Nikica Talan;;;;;;
10741;Arnaldo de Pinho;;;;;;
10742;João Paulo Cotrim;;;;;;
10743;Ramón Gómez de la Serna;;;;;;
10744;Dominique Touati;;;;;;
10745;Jorge Sedas Nunes;;;;;;
10746;Dominique Bussillet;;;;;;
10747;Orietta Abbati;;;;;;
10748;Annabela Rita;;;;;;
10749;Guia Boni;;;;;;
1075;;
10750;;
10751;Jorge Humberto Pereira;;;;;;
10752;Alberto da Costa e Silva;1931;São Paulo;;;
10753;Alexei Bueno;;;;;;
10754;Jorge Maximino;;;;;;
10755;Jorge Reis Sá;;;;;;
10756;Gil de Carvalho;1954;;;;
10757;Armanda Andrade;;;;;;
10758;Miguel Veiga;;;;;;
10759;Barbara Jursic Terseglav;;;;;;
1076;;
10760;Francisco Marques;1931;Madeira;;;
10761;Francisco Lopes Cardoso;;;;;;
10762;Fernando Esteves;;;;;;
10763;António Gil Pinto;;;;;;
10764;António Pedro Fraga Aboim;;;;;;
10765;Rui Guedes;;;;;;
10766;Cláudia Pazos Alonso;;;;;;
10767;Karmele Setién;;;;;;
10768;Henrique de Vilhena;;;;;;
10769;Magali Montagné;;;;;;
1077;;
10770;Ana Paula Tavares;;;;;;
10771;José Luís Tavares;1967;Santiago de Cabo Verde;;;
10772;Hiroshi Hino;;;;;;
10773;José Júlio Rodrigues;;;;;;
10774;Mineo Ikegami;;;;;;
10775;Maria Estela Guedes;1947;Britiande;;;
10776;José Blanco;;;;;;
10777;Paulo Silva Pereira;;;;;;
10778;Valmir Francisco Muraro;;;;;;
10779;José Antunes de Sousa;;;;;;
1078;;
10780;Manuel Cândido Pimentel;;;;;;
10781;Carlos Leone;;;;;;
10782;José Ares Montes;;;;;;
10783;Luís Adão da Fonseca;;;;;;
10784;Ernest Martinez Ferrando;;;;;;
10785;Elena Gascón-Vera;;;;;;
10786;Adelino de Almeida Calado;1930;Elvas;;;
10787;Laura Castro;;;;;;
10788;Júlio Resende;1917;Porto;2011;Valbom;;
10789;Carlos Ferreiro;;;;;;
1079;;
10790;Graça Morais;;;;;;
10791;José Pastor;;;;;;
10792;Sérgio de Castro Pinto;;;;;;
10793;Wilson Brunel Meller;;;;;;
10794;José Carlos Seabra Pereira;;;;;;
10795;Dionísio Vila Maior;;;;;;
10796;Duarte Belo;;;;;;
10797;Jaime Celestino da Costa;;;;;;
10798;Carlos Alberto Medeiros;;;;;;
10799;Maria Ângela Azevedo Furtado Brum;;;;;;
1080;;
10800;Luís de Miranda Rocha;1947;Mira;2007;Coimbra;;
10801;Rui Aguiar;;;;;;
10802;António Cruz;;;;;;
10803;José Manuel Mendes;;;;;;
10804;Tiago Manuel;;;;;;
10805;Cipriano Justo;;;;;;
10806;João Avelino Marques;;;;;;
10807;Maria de Las Nieves Grafalles Ibañez;;;;;;
10808;João Matos e Silva;;;;;;
10809;António Carvalho Valente;;;;;;
1081;;
10810;Eduardo Brum;;;;;;
10811;Jacinto Lucas Pires;1974;Porto;;;
10812;Luís Cardoso;;;;;;
10813;Marilene Felinto;;;;;;
10814;Possidónio Cachapa;1965;Évora;;;
10815;António de Sousa Duarte;;;;;;
10816;Branca Vilallonga;;;;;;
10817;J. H. Borges Martins;;;;;;
10818;Graça da Silva Dias;;;;;;
10819;Dália Dias;;;;;;
1082;;
10820;Daniel Faria;1971;Baltar;1999;?;;
10821;Ana Luísa Amaral;1956;Lisboa;;;
10822;A. M. Pires Cabral;1941;Chacim;;;
10823;Adília Lopes;1960;Lisboa;;;
10824;Carlos Queirós;;;;;;
10825;Eunice Ribeiro;;;;;;
10826;Alcir Pécora;;;;;;
10827;Joana Matos Frias;;;;;;
10828;Ana Mendes;1973;;;;
10829;Paulo Franchetti;;;;;;
1083;;
10830;Maria Andresen de Sousa Tavares;;;;;;
10831;K. David Jackson;;;;;;
10832;Fátima Freitas Morna;1952;;;;
10833;Maria Irene Ramalho;;;;;;
10834;António Apolinário Lourenço;;;;;;
10835;M. Corbo Alvarez;;;;;;
10836;Perfecto E. Cuadrado Fernández;;;;;;
10837;Pedro Schachtt Pereira;;;;;;
10838;Margarida Braga Neves;;;;;;
10839;Ana Sofia Ganho;;;;;;
1084;;
10840;Ettore Finazzi-Agrò;;;;;;
10841;Pedro Eiras;1975;Porto;;;
10842;Luís Adriano Carlos;1959;Vila Nova de Foz Côa;;;
10843;Jorge Fernandes da Silveira;;;;;;
10844;Fernando Matos Oliveira;;;;;;
10845;;
10846;Maria Fernanda Alvito P. de S. Oliveira;;;;;;
10847;Carlos Veloso;;;;;;
10848;Carlos Mendes de Sousa;;;;;;
10849;Peter Sanmartinho;;;;;;
1085;;
10850;Rita Patrício;;;;;;
10851;José Ricardo Nunes;1964;Lisboa;;;
10852;Ruy Duarte de Carvalho;;;;;;
10853;António Ladeira;;;;;;
10854;F. J. Vieira Pimentel;1945;;;;
10855;António Cândido Franco;1956;;;;
10856;Carlos da Silva Vaz;1970;Vila Praia de Âncora;;;
10857;Carmen Martín Gaite;;;;;;
10858;Cristina Nobre;;;;;;
10859;Beatriz Berrini;;;;;;
1086;;
10860;Elza Miné;;;;;;
10861;Maria Filomena Mónica;;;;;;
10862;Horácio Costa;;;;;;
10863;Teresa Cristina Cerdeira da Silva;;;;;;
10864;Manuel Reis;;;;;;
10865;Gabriel Sampol;;;;;;
10866;António Mega Ferreira;1949;Lisboa;;;
10867;Roger Tropéano;;;;;;
10868;João Vaz de Carvalho;1958;Fundão;;;
10869;António José Queirós;;;;;;
1087;;
10870;Isabel Pissarra Gouveia;;;;;;
10871;João Fazenda;1979;Lisboa;;;
10872;Carlos Correia;1947;Castelo Branco;;;
10873;António Sá;;;;;;
10874;Carlos Alberto Vilela;;;;;;
10875;José Carlos Costa Joaquim;;;;;;
10876;Joaquim Jorge de Carvalho;;;;;;
10877;André Vilares Morgado;;;;;;
10878;Regina Correia;;;;;;
10879;Ana Paula Guimarães;;;;;;
1088;;
10880;Pierre Rivas;;;;;;
10881;Andrea Ciacchi;;;;;;
10882;Brad Kranstad;;;;;;
10883;August Willemsen;;;;;;
10884;Paula Almada Negreiros;1942;?;;;
10885;Francisco Bilou;;;;;;
10886;Marina Tavares Dias;1962;;;;
10887;Ana Nascimento Piedade;;;;;;
10888;Simone Biberfeld;;;;;;
10889;Manuel A. Prego;;;;;;
1089;;
10890;Júlio Coelho;;;;;;
10891;José Isidro;;;;;;
10892;Helena Pereira;;;;;;
10893;António Chasqueira;;;;;;
10894;A. Anochinha;;;;;;
10895;Austin O'Malley;;;;;;
10896;Leontina Ventura;;;;;;
10897;Ana Santiago Faria;;;;;;
10898;José Ricardo Marques da Silva Nunes;;;;;;
10899;Maria Gabriela Orrico da Costa Lança;;;;;;
1090;;
10900;Fernando Cabral Martins;1950;Mangualde;;;
10901;Ana Mafalda Leite;1958;Aveiro;;;
10902;Fernão de Magalhães Gonçalves;1943;Jou/Murça;1988;Seul/Coreia do Sul?;;
10903;Pires Laranjeira;;;;;;
10904;Fernando Augusto;;;;;;
10905;Elvira de Azevedo Mea;;;;;;
10906;A. A. Marques de Almeida;;;;;;
10907;Afonso Guiral e Pacheco;1641;Almeida?;?;?;;
10908;Maria Teresa Gomes Paula Santos;;;;;;
10909;José Agostinho Baptista;1948;Funchal;;;
1091;;
10910;Norberto Ferreira da Cunha;1944;;;;
10911;Manuela Domingos;;;;;;
10912;Lia Noémia Raitt;;;;;;
10913;Ricardo Fonseca;;;;;;
10914;Adelino Cardoso Pereira;;;;;;
10915;John Gaston Tuthill;;;;;;
10916;H. Cogan;;;;;;
10917;Michael Lowery;;;;;;
10918;Rebecca Catz;;;;;;
10919;António Braz Teixeira;;;;;;
1092;;
10920;Inês Amorim;;;;;;
10921;José Adriano de Carvalho;1937;Castelo de Paiva;;;
10922;Maria Fernanda Rodrigues Jorge;;;;;;
10923;Chen Yongyi;;;;;;
10924;Amador Palacios;;;;;;
10925;Dorothy M. Atkinson;;;;;;
10926;Luís Amaro de Oliveira;;;;;;
10927;Fernando Venâncio;1944;Mértola;;;
10928;Maria da Conceição Madruga;;;;;;
10929;Maria Paula Lago;;;;;;
1093;;
10930;Juan Arias;;;;;;
10931;;
10932;Lídia Lobo Martins;;;;;;
10933;;
10934;Carlos Paredes;;;;;;
10935;Vítor Belém;;;;;;
10936;Miguel Angel Viqueira;;;;;;
10937;Manuel Guerrero;;;;;;
10938;Esteban Torre;;;;;;
10939;Antoni Ibàñez;;;;;;
1094;;
10940;Albert Mestres;;;;;;
10941;Xuan Bello;;;;;;
10942;R. Vilagrassa;;;;;;
10943;Rogelio Ordóñez Blanco;;;;;;
10944;Nicolau Dols;;;;;;
10945;Moisès Maicas;;;;;;
10946;Adolfo Montejo Navas;;;;;;
10947;Hans Jürgen Balmes;;;;;;
10948;Gregory McNab;;;;;;
10949;Madeleine L'Engle;;;;;;
1095;;
10950;Carlos Paulo Martínez Pereiro;;;;;;
10951;Paulo Ferreira;;;;;;
10952;Maria do Céu Falcão Mendes;;;;;;
10953;;
10954;Francisco Duarte Mangas;1960;Rossas;;;
10955;Vergílio Alberto Vieira;1950;Amares;;;
10956;José Leon Machado;;;;;;
10957;;
10958;Vítor Serrão;;;;;;
10959;George Dykes;;;;;;
1096;;
10960;Vera Kirkova;;;;;;
10961;Luciano Allamprese;;;;;;
10962;Liv Berit Sundfør;;;;;;
10963;Daniela Stegagno;;;;;;
10964;Rémy Hourcade;;;;;;
10965;Jean-Louis Giovannoni;;;;;;
10966;Henri Delvy;;;;;;
10967;Armand Guibert;;;;;;
10968;Manuel Jorge Marmelo;1971;Porto;;;
10969;Gilberto Freyre;;;;;;
1097;;
10970;Frei Isidoro da Barreira;;;;;;
10971;Menasseh Ben Israel;;;;;;
10972;Geronimo de Virues;;;;;;
10973;Isaac Aboab;;;;;;
10974;Ana Gabriela Macedo;;;;;;
10975;António Conceição Júnior;;;;;;
10976;Valter Hugo Mãe;1971;Henrique de Carvalho (hoje Saurimo)/Angola;;;
10977;Saokot Hossain;;;;;;
10978;Cecília Jorge;;;;;;
10979;António Carmo;;;;;;
1098;;
10980;José Couto Viana de Carvalho;;;;;;
10981;Jorge Araújo;;;;;;
10982;Pedro Sousa Pereira;;;;;;
10983;Maria João Lopes;;;;;;
10984;Maria Rosa Marques Lila Dias Costa;;;;;;
10985;Guilherme Ismael;;;;;;
10986;José Pinha;;;;;;
10987;;
10988;Virgílio Almeida;;;;;;
10989;Luísa Queiroz;;;;;;
1099;;
10990;Jorge Sousa Braga;1957;Cervães;;;
10991;António de Oliveira Cadornega;1624;Vila Viçosa;1690;Luanda;;
10992;Madalena Caixeiro;1940;Coimbra;;;
10993;Antero Barbosa Pinto;;;;;;
10994;Maria Regina Marchueta;;;;;;
10995;Alexandra Barahona de Brito;;;;;;
10996;Pedro Aires Oliveira;;;;;;
10997;Nelson H. Vieira;;;;;;
10998;Terry Morgan;;;;;;
10999;Maria Suzete Rodrigues Dias;;;;;;
1100;;
11000;Manuel Hermínio Monteiro;;;;;;
11001;Francisco Jover;;;;;;
11002;Celso Lemos de Oliveira;;;;;;
11003;Luís Reis Torgal;1942;Coimbra;;;
11004;Fiodor Dostoievski;;;;;;
11005;Santo Agostinho;;;;;;
11006;José Jorge Letria;1951;Cascais;;;
11007;Henrique Nicolau;1941;Pocariça/Alenquer;;;
11008;Isabel Cristina Pires;;;;;;
11009;Braulio Tavares;;;;;;
1101;;
11010;Luís Filipe Silva;;;;;;
11011;João Botelho da Silva;;;;;;
11012;Miguel Vale de Almeida;1960;Lisboa;;;
11013;Luís Richheimer de Sequeira;1969;Lisboa;;;
11014;Daniel Malaguti;;;;;;
11015;João Miguel Figueiredo da Silva;;;;;;
11016;José Sousa Gomes;;;;;;
11017;Teresa Leonor Vale;;;;;;
11018;Bento Fernandes;1555;Porto;?;?;;
11019;José Ángel Cilleruelo;;;;;;
1102;;
11020;João Miguel Fernandes Jorge;1943;Bombarral;;;
11021;Emanuel de Sousa;;;;;;
11022;George Buchner;;;;;;
11023;Rosário Corte-Real;;;;;;
11024;Manuel Ferreira Duarte;;;;;;
11025;José Mendes Bota;;;;;;
11026;José Maria Oiiveira;;;;;;
11027;José Maria Oliveira;;;;;;
11028;Fernando Mota;;;;;;
11029;Yun Chi Yan;;;;;;
1103;;
11030;António Matos;;;;;;
11031;Ângela Almeida;;;;;;
11032;Maria Margarida Maia Gouveia;;;;;;
11033;Fátima Lopes;;;;;;
11034;Isabel Cadete;;;;;;
11035;Bruno Oliveira Santos;;;;;;
11036;Francisco de Borja Garção Stockler;1759;Lisboa;1829;Faro?;;
11037;Sylvie Messinger Ramos;;;;;;
11038;António Ramos;;;;;;
11039;Augusto de Esaguy;1899;;1961;?;;
1104;;
11040;Françoise Marchand-Sauvagnargues;;;;;;
11041;Jacob de Castro Sarmento;1691;Bragança;1762;Londres;;
11042;José Ramos Tinhorão;;;;;;
11043;Teresa Rita;;;;;;
11044;Olímpio Neves;;;;;;
11045;Maria de Jesus Barroso;;;;;;
11046;Luís Augusto Costa Dias;1956;Lisboa;;;
11047;Maria Augusta Silva;;;;;;
11048;William Beckford;;;;;;
11049;Virginia Woolf;;;;;;
1105;;
11050;Michael Gordon Lloyd;;;;;;
11051;Maria Antónia Pestana;1943;Porto;;;
11052;Eugénio Rosa Carneiro;;;;;;
11053;Flórido de Vasconcelos;;;;;;
11054;Germano da Silva;;;;;;
11055;Marianne Péchereau;;;;;;
11056;Annick Moreau;;;;;;
11057;Emerenciano;1946;Ovar;;;
11058;;
11059;Ana Esquível;;;;;;
1106;;
11060;Michael Teague;;;;;;
11061;José Brandão;;;;;;
11062;Maria de Fátima Ferreira Rolão Candeias;;;;;;
11063;David Rodrigues;;;;;;
11064;Fernando José Ferreira Ribeiro;;;;;;
11065;Richard Charbonneau;;;;;;
11066;Armando Alves;;;;;;
11067;Cecília Pero;;;;;;
11068;Amândio Seca;;;;;;
11069;Laura Soutinho;;;;;;
1107;;
11070;Manuela Abreu e Lima;;;;;;
11071;Fernando Pernes;;;;;;
11072;Alfredo Rasteiro;;;;;;
11073;Garcia Lopes;1510;Portalegre;1572;Évora;;
11074;A. Tavares de Sousa;;;;;;
11075;Francesco Luti;;;;;;
11076;Onésimo Teotónio Almeida;1946;Pico da Pedra;;;
11077;Diogo Ramado Curto;;;;;;
11078;Filipe Tereno;1974;Lisboa;;;
11079;Leonilde Alfarrobinha;;;;;;
1108;;
11080;Paolo Ruffilli;;;;;;
11081;Ayala Monteiro;;;;;;
11082;Fernando Dores Costa;;;;;;
11083;Manuel Graça Dias;;;;;;
11084;Patrícia Reis;1970;Lisboa;;;
11085;Rui Lage;;;;;;
11086;José Rui Teixeira;;;;;;
11087;António Carlos Cortez;1976;Lisboa;;;
11088;Fernando Nobre;;;;;;
11089;Isabel Castro Henriques;1946;Lisboa;;;
1109;;
11090;Paulo José Miranda;1965;aldeia de Paio Pires;;;
11091;Joaquín Marín Márquez;;;;;;
11092;David Cabral;;;;;;
11093;Fátima Pombo;1964;Aveiro;;;
11094;Adelaide Ginga Tchen;1971;Lisboa;;;
11095;Anabela Sardo;;;;;;
11096;Miguel Esteves Cardoso;;;;;;
11097;Livia Apa;;;;;;
11098;Maria de Lurdes Craveiro;;;;;;
11099;Teresa Cristina, org. Cerdeira;;;;;;
1110;;
11100;X. Trigo;;;;;;
11101;Vicente Araguas;;;;;;
11102;Carlos Nogueira;;;;;;
11103;Sofia Areal;;;;;;
11104;Manuel Sumares;;;;;;
11105;Paula Rego;;;;;;
11106;Bárbara Assis Pacheco;;;;;;
11107;Henri Deluy;;;;;;
11108;August Wilemsen;;;;;;
11109;Mario Morales Castro;;;;;;
1111;;
11110;;
11111;Carlito Azevedo;;;;;;
11112;Flora Süssekind;;;;;;
